auc,binary_accuracy,loss,precision,recall,specificity_at_sensitivity,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall,val_specificity_at_sensitivity,learning_rate
0.9123734831809998,0.9851974844932556,0.04265899211168289,0.8241221904754639,0.606337308883667,0.9982213973999023,0.8420605063438416,0.9828041195869446,0.05097302421927452,0.7696312069892883,0.5552425384521484,0.9964739084243774,1.0024168659583665e-06
0.9052366018295288,0.9851489067077637,0.042567454278469086,0.8226131200790405,0.6058690547943115,0.9982486963272095,0.8420541286468506,0.9827954173088074,0.05092465132474899,0.7690641283988953,0.5555555820465088,0.9965192675590515,1.0024168659583665e-06
0.9124964475631714,0.9851589798927307,0.04249538853764534,0.8245193362236023,0.6041520237922668,0.9982020854949951,0.8421262502670288,0.9827601909637451,0.050968293100595474,0.7684301733970642,0.5546165704727173,0.9964739084243774,1.0024168659583665e-06
0.9089438915252686,0.9852953553199768,0.04242950305342674,0.8263612985610962,0.6082103848457336,0.9982714056968689,0.8419924378395081,0.9827865958213806,0.05095925182104111,0.7687310576438904,0.5555555820465088,0.9964467287063599,9.999999974752427e-07
0.9065335988998413,0.9850893616676331,0.04256938770413399,0.8218647241592407,0.604034960269928,0.9982600212097168,0.8421198725700378,0.9828218221664429,0.050936803221702576,0.7691310048103333,0.5568075180053711,0.9964557886123657,9.999999974752427e-07
0.9072523713111877,0.9852434396743774,0.04265299439430237,0.8275991082191467,0.6045032143592834,0.9982407093048096,0.8420801758766174,0.9827688932418823,0.05094848573207855,0.7680657505989075,0.5555555820465088,0.9964557886123657,9.999999974752427e-07
0.9030446410179138,0.985203206539154,0.04259549081325531,0.8243752121925354,0.6062982678413391,0.9982622861862183,0.8418177366256714,0.9828746914863586,0.050972554832696915,0.7716022729873657,0.5561815500259399,0.9964648485183716,9.999999974752427e-07
0.9079026579856873,0.9851576685905457,0.04268284887075424,0.8233733177185059,0.6054007411003113,0.9982202649116516,0.8420954942703247,0.9828218221664429,0.05098284035921097,0.7693639397621155,0.5564945340156555,0.9964557886123657,9.999999974752427e-07
0.9112450480461121,0.9852207899093628,0.042490847408771515,0.8255597352981567,0.6057519912719727,0.9982759356498718,0.8421403169631958,0.9828129410743713,0.05095963552594185,0.7694973945617676,0.5558685660362244,0.9964648485183716,9.999999974752427e-07
0.9142739176750183,0.9852287769317627,0.042524877935647964,0.8254170417785645,0.606259286403656,0.9981873035430908,0.8421732783317566,0.9828482270240784,0.0509868860244751,0.7713043689727783,0.5552425384521484,0.9964195489883423,9.999999974752427e-07
0.9156033396720886,0.9852351546287537,0.04257095605134964,0.8254035711288452,0.6065714359283447,0.9982861876487732,0.8420858979225159,0.9828570485115051,0.05096675083041191,0.7702293395996094,0.5571205019950867,0.9964557886123657,9.999999974752427e-07
0.9135676026344299,0.9852496981620789,0.04239311069250107,0.8258005976676941,0.6067665815353394,0.9982702732086182,0.8419294953346252,0.9827778339385986,0.051006875932216644,0.7683982849121094,0.5555555820465088,0.9964557886123657,9.999999974752427e-07
0.9129143357276917,0.9851962327957153,0.042732466012239456,0.8260498642921448,0.604112982749939,0.998266875743866,0.8418656587600708,0.9828394651412964,0.05098665505647659,0.76979660987854,0.5568075180053711,0.9964648485183716,9.999999974752427e-07
0.9065898060798645,0.985135555267334,0.042507104575634,0.824115514755249,0.6035667061805725,0.9982327818870544,0.84171062707901,0.9828482270240784,0.05098636820912361,0.7701298594474792,0.5568075180053711,0.9964648485183716,9.999999974752427e-07
0.907623827457428,0.9852880835533142,0.04244457930326462,0.8265392780303955,0.6076641082763672,0.9982384443283081,0.8418565988540649,0.9828218221664429,0.050997789949178696,0.7693639397621155,0.5564945340156555,0.9964648485183716,9.999999974752427e-07
